Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL	Decision	Reason
119	R Angles, M Arenas, P Barceló, P Boncz…	G-CORE: A core for future graph query languages	2018	Proceedings of the …	dl.acm.org	https://dl.acm.org/doi/abs/10.1145/3183713.3190654?casa_token=6FgmuMieETIAAAAA:Hd0VfI7KzVrWU07jcbCnI-C_fm4Du00JwSy6Bqliv8NsdzKd6A_81uB8s1_dUXkcD--Ez2pOe8M	https://scholar.google.com/scholar?cites=15994526253714830746&as_sdt=2005&sciodt=2007&hl=en	118	09/02/2022 10:40		10.1145/3183713.3190654							119	29.75	24	5	4	We report on a community effort between industry and academia to shape the future of graph query languages. We argue that existing graph database management systems should consider supporting a query language with two key characteristics. First, it should be …	https://dl.acm.org/doi/pdf/10.1145/3183713.3190654?casa_token=iUx52K8v200AAAAA:oIoa2lZfCcKXojNh7qK9LP5OB22AMDgN6sEIzwwLjnOlNXj0OS1zGcajdownfpYAoL_gnMA86bc	https://scholar.google.com/scholar?q=related:mvVUl-L4990J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	I Gross	Generation and Evaluation of Linked Data Derived from Information Extraction Methodologies	2018		search.proquest.com	https://search.proquest.com/openview/ec911d6aed144ae2a6206282b427a2b0/1?pq-origsite=gscholar&cbl=18750&casa_token=8y6eMwalYZwAAAAA:Bxc1lHvarbOVhFGCOBKdFRlh89RDNI3JT1IdJOM8vVjrhTCBxeUSEmhmt1SMf4bXv2lhcd9i		102	09/02/2022 10:40	BOOK								0	0.00	0	1	4	… The final portion of our workflow utilizes the Whyis knowledge graph platform. We have created nanopublications of our information extraction output that can be merged together for large-scale data management and inferencing of new knowledge. Using the created …	https://search.proquest.com/openview/ec911d6aed144ae2a6206282b427a2b0/1?pq-origsite=gscholar&cbl=18750&casa_token=8y6eMwalYZwAAAAA:Bxc1lHvarbOVhFGCOBKdFRlh89RDNI3JT1IdJOM8vVjrhTCBxeUSEmhmt1SMf4bXv2lhcd9i	https://scholar.google.com/scholar?q=related:7DBafsCSLfQJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	Y Sun, J Liang, P Niu	Generation of Personalized Knowledge Graphs Based on GCN	2021	Journal of Computer and Communications	scirp.org	https://www.scirp.org/journal/paperinformation.aspx?paperid=112519		45	09/02/2022 10:40	HTML								0	0.00	0	3	1	… [11] elaborated the construction method and process of enterprise-level knowledge graph platform [12]. Hu proposed a knowledge graph construction method based on multiple data sources, and constructed a Chinese general knowledge graph [13]. Zhang et al. proposed a …	https://www.scirp.org/journal/paperinformation.aspx?paperid=112519	https://scholar.google.com/scholar?q=related:Dh3iJ2yiy80J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	JA Hernández-Almazán…	Grafo de conocimiento para determinar el dominio del aprendizaje en la educación superior	2021	Apertura (Guadalajara …	scielo.org.mx	http://www.scielo.org.mx/scielo.php?pid=S1665-61802021000100118&script=sci_arttext		97	09/02/2022 10:40	HTML								0	0.00	0	2	1	La representación del conocimiento de un estudiante en un área disciplinar juega un rol importante para impulsar sus habilidades. Para apoyar a los involucrados en el ámbito educativo es necesario proporcionarles estrategias de evaluación robustas que faciliten el proceso …	http://www.scielo.org.mx/scielo.php?pid=S1665-61802021000100118&script=sci_arttext	https://scholar.google.com/scholar?q=related:aCduqGXBMxQJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	A Nilsson	GraphQL2RDF: A proof-of-concept method to expose GraphQL data to the Semantic Web	2021		diva-portal.org	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1590487		140	09/02/2022 10:40									0	0.00	0	1	1	The Semantic Web was introduced to bring structure to the Web. The goal is to allow computer agents to be able to traverse the web and carry out tasks for human users. In the Semantic Web, data is stored using the RDF data model. The purpose of this study is to explore the …	https://www.diva-portal.org/smash/get/diva2:1590487/FULLTEXT01.pdf	https://scholar.google.com/scholar?q=related:xErlwb-nva0J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
1	J Weng, J Luo, G Ding, J Qiu…	Group-intelligence construction of linguistic-humanity kg in chinese verses	2019	2019 15th International …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/9044073/	https://scholar.google.com/scholar?cites=10912206766972174443&as_sdt=2005&sciodt=2007&hl=en	61	09/02/2022 10:40									1	0.33	0	5	3	Unlike the instrumental need of language, linguistic humanity of language means that languae, like Chinese verses, always show certain emotion, reflect attitude toward thing and convey creator's characters. To model and visualize such complicated and cross Humanism, …	https://www.researchgate.net/profile/Jiahui-Luo-6/publication/340122048_Group-Intelligence_Construction_of_Linguistic-Humanity_KG_in_Chinese_Verses/links/601e0d90a6fdcc37a8063993/Group-Intelligence-Construction-of-Linguistic-Humanity-KG-in-Chinese-Verses.pdf	https://scholar.google.com/scholar?q=related:a4D9PD3yb5cJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
5	K McGlinn, D Blake, D O'Sullivan	Gviz-an interactive webapp to support geosparql over integrated building information	2019	… Proceedings of The 2019 World Wide …	dl.acm.org	https://dl.acm.org/doi/abs/10.1145/3308560.3316536?casa_token=CyHcYVBkxmIAAAAA:7eZyfP_sc0NnxmbUh6dZHhOGsXuB8v4tDFx2vFa-uc4bpj6HTJ60324WiyYUvDl4kF1fm7ttSAY	https://scholar.google.com/scholar?cites=11531026797729822806&as_sdt=2005&sciodt=2007&hl=en	123	09/02/2022 10:40		10.1145/3308560.3316536							5	1.67	2	3	3	Linked data (LD) is a technology to support publishing structured data on the web so that it may be interlinked. Building Information Modelling (BIM) is a key enabler to support integration of building data within the buildings life cycle (BLC). LD can therefore provide better …	https://dl.acm.org/doi/pdf/10.1145/3308560.3316536?casa_token=O_YHjL16wnwAAAAA:hdVz8JQYya8UBrBkwEtvmfiWArxpE5gt83V88wMd2arhZOmtTkAA6MCY4__cea4EhFjiMfF4w4M	https://scholar.google.com/scholar?q=related:VjgyTsdvBqAJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
14	LU Ruqian, FEI Chaoqun, W Chuanqing…	HAPE: A programmable big knowledge graph platform	2020	Information …	Elsevier	https://www.sciencedirect.com/science/article/pii/S002002551930800X?casa_token=fUclttJ9kvAAAAAA:09irE7hB1mIXm0BPpKuKv9rOEzDLq7Ogyo4UDTxWKmYey5sdyu7GUCEvENkHZj3HDZInIchE	https://scholar.google.com/scholar?cites=15979159788243813219&as_sdt=2005&sciodt=2007&hl=en	2	09/02/2022 10:40	HTML								14	7.00	4	4	2	… This paper introduces a programmable knowledge graph platform HAPE, including its design and implementation. Compared with relevant works published in the literature, HAPE has the following innovation and advantages. Firstly, it is a product and continuation of BK …	https://www.sciencedirect.com/science/article/pii/S002002551930800X?casa_token=fUclttJ9kvAAAAAA:09irE7hB1mIXm0BPpKuKv9rOEzDLq7Ogyo4UDTxWKmYey5sdyu7GUCEvENkHZj3HDZInIchE	https://scholar.google.com/scholar?q=related:Y4N6iyphwd0J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Selected	It is about the KG management platform. 
0	Q Ju, F Fei, ZA Xu, ZQ Fan	ICCEA 2021		computer.org		https://www.computer.org/csdl/pds/api/csdl/proceedings/download-article/1y4oA2OSUJa/pdf		82	09/02/2022 10:40									0	0.00	0	4		… Design and Implementation of Knowledge Graph Platform of Power Marketing …	https://ieeexplore.ieee.org/iel7/9581057/9580925/09581121.pdf		Unselected	-
0	B Thuraisingham	ICKG 2020		computer.org		https://www.computer.org/csdl/proceedings-article/ickg/2020/09194507/1n2nj6LbcvS		69	09/02/2022 10:40									0	0.00	0	1		… Technology, Beijing, China), Shaojing, Sheng (Heifei Unversity of Technology, Heifei, China), and Peng Zhou, (Anhui University, Heifei, China),Track 10: Domain Knowledge Graphs,,TCMKG: A Deep Learning Based Traditional Chinese Medicine Knowledge Graph Platform …	https://ieeexplore.ieee.org/iel7/9186569/9194453/09194507.pdf		Unselected	-
0	AP Lestari, F Fitri	Information Disruption in Online Journalism in the Era of the Industrial Revolution 5.0	2021	Jurnal The Messenger	156.67.218.228	https://156.67.218.228/index.php/the-messenger/article/view/2047		141	09/02/2022 10:40									0	0.00	0	2	1	This study examines the barriers to online journalism in the 5.0 industry era in facing market competition. This research was conducted on suaramerdeka. com as a large newspaper company in Central Java that can still survive in the midst of global competition in the mass …	https://156.67.218.228/index.php/the-messenger/article/download/2047/2406	https://scholar.google.com/scholar?q=related:18ZOS5nExF4J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	JF Tchouanguem Djuedja	Information modelling for the development of sustainable construction (MINDOC)	2019		oatao.univ-toulouse.fr	https://oatao.univ-toulouse.fr/25854/		157	09/02/2022 10:40									0	0.00	0	1	3	In previous decades, controlling the environmental impact through lifecycle analysis has become a topical issue in the building sector. However, there are some problems when trying to exchange information between experts for conducting various studies like the …	https://oatao.univ-toulouse.fr/25854/1/Tchouanguem_Djuedja.pdf	https://scholar.google.com/scholar?q=related:3pS7m-dVzWwJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
3	Y Yang, G Zhang, J Wang, S Ye…	Integrated recommendation for public cultural service	2017	2017 IEEE Third …	ieeexplore.ieee.org	https://ieeexplore.ieee.org/abstract/document/7966714/?casa_token=YU2cob937NgAAAAA:4Uri2J6UJvpzOnQW_7HAEdqEiGmGfL-WVdD-U5XTjz-yOUK3OUSaWPu5bzhuQmpvGqyrz6gq	https://scholar.google.com/scholar?cites=8345199140019991457&as_sdt=2005&sciodt=2007&hl=en	37	09/02/2022 10:40									3	0.60	1	5	5	… We proposed the public cultural knowledge graph platform [2] to manage and analyze the extracted knowledge. We built a recommender … system [3] with the benefit of the public cultural knowledge graph platform early developed. The proposed system provides cross-domain …	https://ieeexplore.ieee.org/iel7/7964295/7966694/07966714.pdf?casa_token=tW3cHlNx70sAAAAA:PXfGAy74feTZvg2hCVmukrsExQ7RWd9EjZaBV3MNgdsY-WmFn_dpfDrFejR4UL7dzfAFf6gB	https://scholar.google.com/scholar?q=related:oXPJMGca0HMJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
2	S Bischof, G Schenner, S Steyskal, R Taupe	Integrating Semantic Web Technologies and ASP for Product Configuration	2018	ConfWS	openreview.net	https://openreview.net/pdf?id=xZLUdX3GM6L	https://scholar.google.com/scholar?cites=12327300848875888939&as_sdt=2005&sciodt=2007&hl=en	81	09/02/2022 10:40	PDF								2	0.50	1	4	4	Currently there is no single dominating technology for building product configurator systems. While research often focuses on a single technology/paradigm, building an industrial-scale product configurator system will almost always require the combination of various …	https://openreview.net/pdf?id=xZLUdX3GM6L	https://scholar.google.com/scholar?q=related:K2GeKM9eE6sJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
2	E Daga, L Asprino, R Damiano, M Daquino…	Integrating citizen experiences in cultural heritage archives: requirements, state of the art, and challenges	2022	ACM Journal on …	dl.acm.org	https://dl.acm.org/doi/abs/10.1145/3477599?casa_token=zhDDDhQrf5YAAAAA:jKm-hjnp9IZ6xgvdaKqlmxIPzP4pfO9jFbqfjBYUJTrLynzKuohNnU7TaD_A9-kMUmmn3L8Wnm0	https://scholar.google.com/scholar?cites=12086310581758460784&as_sdt=2005&sciodt=2007&hl=en	136	09/02/2022 10:40		10.1145/3477599							2	2.00	0	5	1	… ResearchSpace builds on the knowledge graph platform, enabling customisation and extensibility of the interaction with the graph database through the use of Semantic Web standards and expressive ontologies for schema modelling based on CIDOC-CRM. The platform also …	https://dl.acm.org/doi/pdf/10.1145/3477599?casa_token=jGrwnULdq3QAAAAA:mQDCPrT3HpniNQTdQtt03LwI1vNdBQkr0nKjo7-Gn5_o69u2SbCs8dUUAW3oHD9YjWfyFm8oxD4	https://scholar.google.com/scholar?q=related:cAPCJnAzu6cJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	D Enrico, A Luigi, R Damiano, D Marilena, BD Agudo…	Integrating citizen experiences in cultural heritage archives: requirements, state of the art, and challenges	2021		iris.unito.it	https://iris.unito.it/bitstream/2318/1812566/1/Integrating_citizen_experiences_in_cultural_heritage_archives__requirements__state_of_the_art__and_challenges__JOCCH_Submission_.pdf		148	09/02/2022 10:40	PDF								0	0.00	0	6	1	… ResearchSpace builds on the knowledge graph platform enabling customisation and extensibility of the interaction with the graph database through the use of Semantic Web standards, expressive ontologies for schema modelling based on CIDOC-CRM. The platform also …	https://iris.unito.it/bitstream/2318/1812566/1/Integrating_citizen_experiences_in_cultural_heritage_archives__requirements__state_of_the_art__and_challenges__JOCCH_Submission_.pdf	https://scholar.google.com/scholar?q=related:CqAxJkDlTHsJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
3	JF Tchouangouem, P Pauwels…	Integration of environmental data in BIM tool & linked building data	2019	7th Workshop on …	biblio.ugent.be	https://biblio.ugent.be/publication/8633663	https://scholar.google.com/scholar?cites=3338747674986121670&as_sdt=2005&sciodt=2007&hl=en	87	09/02/2022 10:40									3	1.00	1	3	3	… Developed in Java, Stardog is a knowledge graph platform that enables the storage of multiple triples with its Stardog server [32]. Using SPARQL, stored data can be queried and updated through desktop, web or command line user interface, as depicted in Figure 5. In addition, …	https://biblio.ugent.be/publication/8633663/file/8633664	https://scholar.google.com/scholar?q=related:xok1KlKdVS4J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	N Ramzy, S Auer, J Chamanara, H Ehm	KnowGraph-PM: A Knowledge Graph Based Pricing Model for Semiconductor Supply Chains	2021	International Conference on …	Springer	https://link.springer.com/chapter/10.1007/978-3-030-79474-3_5		32	09/02/2022 10:40		10.1007/978-3-030-79474-3_5							0	0.00	0	4	1	Semiconductor supply chains are described by significant demand fluctuation that increases as one moves up the supply chain, the so-called bullwhip effect. To counteract, semiconductor manufacturers aim to optimize capacity utilization, to deliver with shorter lead times and …		https://scholar.google.com/scholar?q=related:qMiIa0Q4iLEJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
1	H Huang, Z Hong, H Zhou, J Wu, N Jin	Knowledge Graph Construction and Application of Power Grid Equipment	2020	Mathematical Problems in …	hindawi.com	https://www.hindawi.com/journals/mpe/2020/8269082/	https://scholar.google.com/scholar?cites=7458786962775088394&as_sdt=2005&sciodt=2007&hl=en	18	09/02/2022 10:40	HTML								1	0.50	0	5	2	Recent development of artificial intelligence (AI) technology enquires the traditional power grid system involving additional information and connectivity of all devices for the smooth transit to the next generation of smart grid system. In an AI-enhanced power grid system, each …	https://www.hindawi.com/journals/mpe/2020/8269082/	https://scholar.google.com/scholar?q=related:Ch2GaznvgmcJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
43	J Dou, J Qin, Z Jin, Z Li	Knowledge graph based on domain ontology and natural language processing technology for Chinese intangible cultural heritage	2018	Journal of Visual Languages & Computing	Elsevier	https://www.sciencedirect.com/science/article/pii/S1045926X18300041?casa_token=8qVk335kkoAAAAAA:0kpTIQKdqoBK3Oi4A5feMJZ6-ShK4zamVztNgl5CGnyeS50-h102cTnrggZtCMn8xSgaVQF6	https://scholar.google.com/scholar?cites=12040195394097598113&as_sdt=2005&sciodt=2007&hl=en	15	09/02/2022 10:40	HTML								43	10.75	11	4	4	Intangible cultural heritage (ICH) is a precious historical and cultural resource of a country. Protection and inheritance of ICH is important to the sustainable development of national culture. There are many different intangible cultural heritage items in China. With the …	https://www.sciencedirect.com/science/article/pii/S1045926X18300041?casa_token=8qVk335kkoAAAAAA:0kpTIQKdqoBK3Oi4A5feMJZ6-ShK4zamVztNgl5CGnyeS50-h102cTnrggZtCMn8xSgaVQF6	https://scholar.google.com/scholar?q=related:oU57U-tdF6cJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	W Yang, H Ning	Knowledge graph technology application in Chinese SSCI: An example of short videos research	2021	Journal of Librarianship and Information …	journals.sagepub.com	https://journals.sagepub.com/doi/abs/10.1177/09610006211063201?casa_token=vQZbzRF03RwAAAAA:JrRhT5W4CWi1eSQrmMr_mbQr2781PAitG2Ap9KWAsvFQZJYU7ED29-Mal0ndjgxsoI0GOXC3DRg		19	09/02/2022 10:40		10.1177/09610006211063201							0	0.00	0	2	1	… A set of knowledge elements may be built with the Heaven Ape (HAPE), an integrated big knowledge graph platform supporting the construction, management, and operation of large- to massive-scale knowledge graphs (Lu et al., 2020). Researchers suggest using a platform …	https://journals.sagepub.com/doi/pdf/10.1177/09610006211063201?casa_token=4HV1zPyX3XgAAAAA:yv3YgA9oDYDhbzdUKRgVkXbs57v9Z5U0E9J2a1tMxyL6vh0rdRYjUVEI_7qUhKUc7wlptil3-dU	https://scholar.google.com/scholar?q=related:FGS1uzRQiV8J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
2	Z Shi, P Herthogs, S Li, A Chadzynski, MQ Lim…	Land Use Type Allocation Informed by Urban Energy Performance: A Use Case for a Semantic-Web Approach to Master Planning-A USE CASE FOR A SEMANTIC …	2021		papers.cumincad.org	http://papers.cumincad.org/cgi-bin/works/2015%20+dave=2:/Show?caadria2021_439	https://scholar.google.com/scholar?cites=690510482969927762&as_sdt=2005&sciodt=2007&hl=en	54	09/02/2022 10:40									2	2.00	0	6	1	… The architecture of the CKG platform is a combination of a back-end system (knowledge graph platform) and a front-end interface to collect requests from urban planners. This work presents a pilot use case as the first exploration for the CKG platform. The layered architecture of …	http://papers.cumincad.org/data/works/att/caadria2021_439.pdf	https://scholar.google.com/scholar?q=related:UiAbM6AvlQkJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
2	D Wang, H Fan, J Liu	Learning with joint cross-document information via multi-task learning for named entity recognition	2021	Information Sciences	Elsevier	https://www.sciencedirect.com/science/article/pii/S002002552100815X?casa_token=Y6GCh4seF68AAAAA:Da8yR3xNZ91KySBRdQ4SR9mSD6XvGYcdx0xlrxjWzML08qplPtcRiIJj0soLg-XTpwaxMmmk	https://scholar.google.com/scholar?cites=10807270488681583328&as_sdt=2005&sciodt=2007&hl=en	101	09/02/2022 10:40	HTML								2	2.00	1	3	1	In information extraction, named entity recognition (NER) aims to locate named entities in unstructured text and classify them into predefined categories. Most existing methods for NER are sentence-level approaches, which only leverage the context information within a …	https://www.sciencedirect.com/science/article/pii/S002002552100815X?casa_token=Y6GCh4seF68AAAAA:Da8yR3xNZ91KySBRdQ4SR9mSD6XvGYcdx0xlrxjWzML08qplPtcRiIJj0soLg-XTpwaxMmmk	https://scholar.google.com/scholar?q=related:4JJtBUAj-5UJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
3	D Spoladore, A Mahroo, M Sacco	Leveraging ontology to enable indoor comfort customization in the smart home	2019	International Conference on Flexible …	Springer	https://link.springer.com/chapter/10.1007/978-3-030-27629-4_9	https://scholar.google.com/scholar?cites=15299108904064932094&as_sdt=2005&sciodt=2007&hl=en	121	09/02/2022 10:40		10.1007/978-3-030-27629-4_9							3	1.00	1	3	3	This paper introduces the Future Home for Future Communities’ Smart Home, a semantic-based framework for indoor comfort metrics customization inside a living environment. The Smart Home merges Ambient Intelligence, Ambient Assisted Living and Context Awareness …		https://scholar.google.com/scholar?q=related:_ljOdn1aUdQJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
5	T Al-Moslmi, M Gallofré Ocaña	Lifting news into a journalistic knowledge platform	2020		bora.uib.no	https://bora.uib.no/bora-xmlui/handle/11250/2754118	https://scholar.google.com/scholar?cites=1150659902001727314&as_sdt=2005&sciodt=2007&hl=en	44	09/02/2022 10:40									5	2.50	3	2	2	A massive amount of news is being shared online by individuals and news agencies, making it difficult to take advantage of these news and analyse them in traditional ways. In view of this, there is an urgent need to use recent technologies to analyse all news relevant …	https://bora.uib.no/bora-xmlui/bitstream/handle/11250/2754118/paper42.pdf?sequence=2&isAllowed=y	https://scholar.google.com/scholar?q=related:UkcZnBX39w8J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	F Lecue, MF Zaman	Linking entities in dynamic graphs	2021	US Patent 11,036,718	Google Patents	https://patents.google.com/patent/US11036718B2/en		83	09/02/2022 10:40									0	0.00	0	2	1	… service for a knowledge graph platform for linking … knowledge graph platform for linking entities in dynamic knowledge graphs in accordance with implementations of the present disclosure. More particularly, and as described in further detail herein, the knowledge graph platform …	https://patentimages.storage.googleapis.com/e4/0b/ba/55759f531b44e3/US11036718.pdf	https://scholar.google.com/scholar?q=related:Rc_zliVsnP0J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	C Zafeiriou	Literature review and example implementation on knowledge graphs	2021		repository.ihu.edu.gr	https://repository.ihu.edu.gr/xmlui/handle/11544/29887		105	09/02/2022 10:40									0	0.00	0	1	1	The dissertation is written in terms of the e-Business and Digital Marketing master course of the International Hellenic University. During this Master Thesis we will try to conduct an analysis for one of the most common ways, for results presentation, despite the usual Google …	https://repository.ihu.edu.gr/xmlui/bitstream/handle/11544/29887/ZAFEIRIOU%20CHRISTINA-KNOWLEDGE%20GRAPHS%20DISSERTATION%20%281%29.pdf?sequence=1	https://scholar.google.com/scholar?q=related:X6XI5zvNzMMJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	BM Neto, TA Silva	MAPAS, ONTOLOGIAS E BPM PARA MODELAGEM E ANÁLISE DO FLUXO DE INFORMAÇÃO: Jornal laboratório	2021	Revista Observatório	sistemas.uft.edu.br	https://sistemas.uft.edu.br/periodicos/index.php/observatorio/article/view/11951		144	09/02/2022 10:40									0	0.00	0	2	1	Este capítulo mostra modelagem do workflow de um jornal universitário com base em mapas mentais e conceituais e propõem uma ontologia de domínio. O estudo foi realizado com base em conceitos, como jornalismo multiplataforma, web jornalismo e uso de TIC. Em termos …	https://sistemas.uft.edu.br/periodicos/index.php/observatorio/article/download/11951/19633	https://scholar.google.com/scholar?q=related:33U3yJnLGcoJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	-
0	BM Neto, TA Silva	MAPS, AND ONTOLOGIES BPM FOR MODELING AND ANALYSIS OF FLOW INFORMATION: laboratory journal	2021	Revista Observatório	sistemas.uft.edu.br	https://sistemas.uft.edu.br/periodicos/index.php/observatorio/article/view/13684		158	09/02/2022 10:40									0	0.00	0	2	1	his research shows modeling based on mental and conceptual maps the workflow of a university journal and proposes a domain ontology. The study was carried out based on concepts such as multiplatform journalism, web journalism and the use of ICT. In methodological …	https://sistemas.uft.edu.br/periodicos/index.php/observatorio/article/download/13684/19651	https://scholar.google.com/scholar?q=related:Bz0S2HoelO0J:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	-
0	C Fu, X Jiang, T He, X Jiang	MDepressionKG: a knowledge graph for metabolism-depression associations	2021	… of the 2nd International Symposium on …	dl.acm.org	https://dl.acm.org/doi/abs/10.1145/3500931.3500944?casa_token=9puWkhRY_PAAAAAA:fnDt1SOj5LbkkmA293aeBP-hGWEINrdglfiguiw0Tp5tU6Yt9PnN4lOFlFsd68rsKtO2oCv7aS4		22	09/02/2022 10:40		10.1145/3500931.3500944							0	0.00	0	4	1	… Lastly, in order to enrich the functional diversity of the depression knowledge graph platform, we will also consider designing more convenient functions such as natural language query in the future to provide users with more convenience. …	https://dl.acm.org/doi/pdf/10.1145/3500931.3500944?casa_token=WAxittd1obcAAAAA:PW57s9P9o1Lv0LUAeI6hP9DiuNW3I9X8UUHDIzFOhuJgyEBw9zVinBsliuUXL2ZMlVs5QogtJa8	https://scholar.google.com/scholar?q=related:hV_n2_baY2kJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It is a domain-specific KG, built one time. We did not consider such a case, as it is not about KG management platform.
1	J Han, Y Dai, X Rong, Y Zhang, H Li	Medical intelligent processor system and traditional Chinese medicine to treat endometriosis	2021	Microprocessors and Microsystems	Elsevier	https://www.sciencedirect.com/science/article/pii/S0141933121000223?casa_token=EwQuAzuIdrMAAAAA:mdXJmryEmrKC_4JMDLy1WePXEZjLzI3Zw5NA3m617pQTTvTCTgzNeLAOqU9O5oXwudQz9Jol	https://scholar.google.com/scholar?cites=2195944912929474991&as_sdt=2005&sciodt=2007&hl=en	70	09/02/2022 10:40	HTML								1	1.00	0	5	1	It is viewed as human sickness			Unselected	It does not talk about the KG management platform. 
5	D Lellis	Method and system for searching, publishing and managing the lite cycle of multimedia contents related to public events and the user experience	2019	US Patent App. 16/334,777	Google Patents	https://patents.google.com/patent/US20190278796A1/en	https://scholar.google.com/scholar?cites=3992556456491715892&as_sdt=2005&sciodt=2007&hl=en	99	09/02/2022 10:40									5	1.67	5	1	3	US20190278796A1 - Method and system for searching, publishing and managing the lite cycle of multimedia contents related to public events and the user experience - Google Patents US20190278796A1 - Method and system for searching, publishing and managing the lite …	https://patentimages.storage.googleapis.com/74/5b/65/f2f38a90e1faea/US20190278796A1.pdf	https://scholar.google.com/scholar?q=related:NI3hlvFoaDcJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
0	D Dunbar	Methodological Guidance for Engineering Knowledge Representation Using Semantic Web Technologies	2021		search.proquest.com	https://search.proquest.com/openview/67b90e03e68dd1bc3e321ce7d70ea674/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=VQXqnW6pJQMAAAAA:2bHS1GLiFyCVj-QDnLkYGVisxM4iusuGeM9prQo-fpTsgFlRnV862cdgF4ljqHrStdrm3w7w		106	09/02/2022 10:40	HTML								0	0.00	0	1	1	This paper describes a methodological approach that uses semantic technologies to integrate modeling data and associated information across domains into a centralized data store, enabling automated reasoning, connection of data despite disparate sources, and tool …	https://search.proquest.com/openview/67b90e03e68dd1bc3e321ce7d70ea674/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=VQXqnW6pJQMAAAAA:2bHS1GLiFyCVj-QDnLkYGVisxM4iusuGeM9prQo-fpTsgFlRnV862cdgF4ljqHrStdrm3w7w	https://scholar.google.com/scholar?q=related:xv09Spras7gJ:scholar.google.com/&scioq=%22knowledge+graph+platform%22&hl=en&as_sdt=2007	Unselected	It does not talk about the KG management platform. 
