PaperTitle;Year;Author;Citation;Publication;URL;Related;Open source;;;;;;;
[PDF][PDF] PandaDB: Intelligent management system for heterogeneous data;2021;Z Shen;;ijsi.cnjournals.com;http://ijsi.cnjournals.com/ch/reader/download_pdf_file.aspx?journal_id=ijsi&file_name=B3147901C258E49082A3421DBCBB0AA964B751679425141383E1CE2F4CE2269A1917C5BA434988A4C0021C5650CD757D92A841AA1C7B29A1&open_type=self&file_no=241;FALSE;FALSE;;;;;;;
CICO: Chemically Induced Carcinogenesis Ontology;2019;S Yang;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-41407-8_16;FALSE;FALSE;;;;;;;
Using Computer Cognitive Atlas to Improve Students' Divergent Thinking Ability;2021;N Man;;igi-global.com;https://www.igi-global.com/article/using-computer-cognitive-atlas-to-improve-students-divergent-thinking-ability/284952;FALSE;FALSE;;;;;;;
Distribution Network Equipment Fault Prediction and Maintenance Path Optimization Strategy Based on Deep Learning and Knowledge Map Comprehensive Analysis;2020;W Kang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9425895/;FALSE;FALSE;;;;;;;
Grounded conversation generation as guided traverses in commonsense knowledge graphs;1911;H Zhang;;arxiv.org;https://arxiv.org/abs/1911.02707;FALSE;FALSE;;;;;;;
Research on Named Entity Recognition Based on Bert-BiGRU-CRF model in Spacecraft Field;2021;B Tong;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9574470/;FALSE;FALSE;;;;;;;
RKC-H: A Rich Knowledge Based Model for Multi-turn Dialogue Generation;2020;F Xu;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9405330/;FALSE;FALSE;;;;;;;
QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering;2021;M Yasunaga;;arxiv.org;https://arxiv.org/abs/2104.06378;FALSE;FALSE;;;;;;;
[PDF][PDF] Semantic Query for Engineering Knowledge Graphs Combining Rule Reasoning;2019;Y Wang;;pdf.hanspub.org;https://pdf.hanspub.org/CSA20190500000_36049720.pdf;FALSE;FALSE;;;;;;;
Enhanced story representation by conceptnet for predicting story endings;29;S Huang;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3340531.3417466;FALSE;FALSE;;;;;;;
Entity Alignment: Optimization by Seed Selection;2021;X Chen;;books.google.com;https://books.google.com/books?hl=en&lr=&id=9eAhEAAAQBAJ&oi=fnd&pg=PA99&dq=%22Domain+knowledge+Graph%22+&ots=hRnStOUbIC&sig=P9UA1lUtO0X2oS79p3ZEoLSMZpE;FALSE;FALSE;;;;;;;
A personalized learning environment;9;S de;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/1555400.1555467;FALSE;FALSE;;;;;;;
Scalable multi-hop relational reasoning for knowledge-aware question answering;2020;Y Feng;;arxiv.org;https://arxiv.org/abs/2005.00646;FALSE;FALSE;;;;;;;
Named Entity Recognition of traditional architectural text based on BERT;2021;Y Li;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9637679/;FALSE;FALSE;;;;;;;
[HTML][HTML] Benchmarking of Data-Driven Causality Discovery Approaches in the Interactions of Arctic Sea Ice and Atmosphere;2021;Y Huang;;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc8421796/;FALSE;FALSE;;;;;;;
Interactive visualization of book publication history;2020;Y Li;;essay.utwente.nl;http://essay.utwente.nl/82033/;FALSE;FALSE;;;;;;;
Research Hotspots and Tendency of Green Building Based on Bibliometric Analysis;2021;Q Wang;;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1755-1315/719/2/022032/meta;FALSE;FALSE;;;;;;;
Algorithm for computational liver resection planning;2010;N Wadduwage;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5715713/;FALSE;FALSE;;;;;;;
[HTML][HTML] Special issue on data processing techniques and applications for Cyber-Physical Systems (DPTA 2019);2021;C Huang;;Springer;https://link.springer.com/article/10.1007/s00521-020-05574-3;FALSE;FALSE;;;;;;;
A Personalized and Practical Method for Analyzing the Risk of Chemical Terrorist Attacks;2020;R Zhu;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9081985/;FALSE;FALSE;;;;;;;
Research on the Application of Vocabulary Relation Extractio n Method of Demand Entity Based on Bi-GRU;2021;J Zhao;;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1748/3/032032/meta;FALSE;FALSE;;;;;;;
Graph Model based Recommendation Architecture for E-commerce Applications;2021;S Tuteja;;infocomp.dcc.ufla.br;http://infocomp.dcc.ufla.br/index.php/infocomp/article/view/1800;FALSE;FALSE;;;;;;;
Xai Language Tutor–A Xai-Based Language Learning Chatbot Using Ontology and Transfer Learning Techniques;2020;N Shi;;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3732751;FALSE;FALSE;;;;;;;
Multi-task graph-based information extraction with global context;2019;Y Luan;;digital.lib.washington.edu;https://digital.lib.washington.edu/researchworks/handle/1773/43958;FALSE;FALSE;;;;;;;
[PDF][PDF] Semantic reasoning for dynamic knowledge bases;xx;L Médini;;perso.liris.cnrs.fr;https://perso.liris.cnrs.fr/lionel.medini/enseignement/M2_IA/KnowDyn/CM_Reasoning.pdf;FALSE;FALSE;;;;;;;
A survey of multimedia big data;2018;Z Wang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8290814/;FALSE;FALSE;;;;;;;
Platforms and Knowledge Management;2018;MK Bergman;;Springer;https://link.springer.com/chapter/10.1007/978-3-319-98092-8_12;FALSE;FALSE;;;;;;;
Self-supervised graph transformer on large-scale molecular data;2020;Y Rong;;arxiv.org;https://arxiv.org/abs/2007.02835;FALSE;FALSE;;;;;;;
Parameterized specification of conceptual design tools in civil engineering;2003;B Kraft;;Springer;https://link.springer.com/chapter/10.1007/978-3-540-25959-6_7;FALSE;FALSE;;;;;;;
Polypharmacy Side effect Prediction with Enhanced Interpretability Based on Graph Feature Attention Network;2021;S Bang;;academic.oup.com;https://academic.oup.com/bioinformatics/advance-article-abstract/doi/10.1093/bioinformatics/btab174/6170654;FALSE;FALSE;;;;;;;
Text Summarization using TF-IDF and Textrank algorithm;2021;S Zaware;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9453071/;FALSE;FALSE;;;;;;;
Automatic Synthesis of Computer Vision Workflow using AI Planning;2021;V Sengar;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9651404/;FALSE;FALSE;;;;;;;
Unsupervised Extraction and Clustering of Key Phrases from Scientific Publications;2020;X Li;;diva-portal.org;https://www.diva-portal.org/smash/record.jsf?pid=diva2:1470829;FALSE;FALSE;;;;;;;
An Intelligent Domain Specific Information Retrieval System;2004;E Kozlov;;degruyter.com;https://www.degruyter.com/document/doi/10.1515/JISYS.2004.13.4.295/html;FALSE;FALSE;;;;;;;
[PDF][PDF] Resolving referring expressions in conversational dialogs for natural user interfaces;2014;A Celikyilmaz;;aclweb.org;https://www.aclweb.org/anthology/D14-1223.pdf;FALSE;FALSE;;;;;;;
Research paper recommendation based on the knowledge gap;2015;W Zhao;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7395694/;FALSE;FALSE;;;;;;;
A Systematic Literature Review of Natural Language Processing: Current State; Challenges and Risks;2020;E Ghazizadeh;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-63128-4_49;FALSE;FALSE;;;;;;
An ICT system fault analysis technology based on text classification and image recognition;2020;G Li;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9118475/;FALSE;FALSE;;;;;;;
Smart Entertainment-A Critiquing Based Dialog System for Eliciting User Preferences and Making Recommendations;2018;RR Ramnani;;Springer;https://link.springer.com/chapter/10.1007/978-3-319-91947-8_47;FALSE;FALSE;;;;;;;
[PDF][PDF] Text representation; retrieval; and understanding with knowledge graphs;2018;C Xiong;;cs.cmu.edu;http://www.cs.cmu.edu/~cx/papers/dissertation.pdf;FALSE;FALSE;;;;;
Smart Entertainment-A Critiquing Based Dialog System for Eliciting User Preferences and Making Recommendations;2018;SG Patil;;books.google.com;https://books.google.com/books?hl=en&lr=&id=x_lcDwAAQBAJ&oi=fnd&pg=PA456&dq=%22Domain+knowledge+Graph%22+&ots=wuPqAvnnCN&sig=HgeIH7Qj1jdFRDlXJFf6X6N6pWg;FALSE;FALSE;;;;;;;
Reasoning by hypothesizing causal models;1990;R Bhatnagar;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/151314/;FALSE;FALSE;;;;;;;
An Overview of AI;2021;S Yu;;Springer;https://link.springer.com/chapter/10.1007/978-981-16-2770-5_2;FALSE;FALSE;;;;;;;
Forensic future of social media analysis using web ontology;2017;AK Mohan;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8014682/;FALSE;FALSE;;;;;;;
Computing the Relevance Degree of Social Media Network;2021;RM Alshemari;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9567899/;FALSE;FALSE;;;;;;;
[PDF][PDF] Interrupting the Propaganda Supply Chain;2021;K Hamilton;;users.ics.forth.gr;http://users.ics.forth.gr/~fafalios/KnOD2021/Knod2021_paper_10.pdf;FALSE;FALSE;;;;;;;
Enity Relation Extraction of Industrial Robot PHM Based on BiLSTM-CRF and Multi-head Selection;2021;S Lin;;Springer;https://link.springer.com/chapter/10.1007/978-981-16-7476-1_19;FALSE;FALSE;;;;;;;
Personalized page rank on knowledge graphs: Particle Filtering is all you need!;2020;D Gallo;;dspace.library.uu.nl;https://dspace.library.uu.nl/handle/1874/396780;FALSE;FALSE;;;;;;;
Review of deep learning-based personalized learning recommendation;2020;L Zhong;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3377571.3377587;FALSE;FALSE;;;;;;;
A general framework for information extraction using dynamic span graphs;2019;Y Luan;;arxiv.org;https://arxiv.org/abs/1904.03296;FALSE;FALSE;;;;;;;
Research on Named Entity Recognition Based on Text Data of Beijing Subway Accident;2021;J Zuo;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9526061/;FALSE;FALSE;;;;;;;
How Context or Knowledge Can Benefit Healthcare Question Answering;2021;X Wang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9459504/;FALSE;FALSE;;;;;;;
Intention Multiple-Representation Model for Logistics Intelligent Customer Service;2020;J Hu;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-55130-8_16;FALSE;FALSE;;;;;;;
[PDF][PDF] VQuAnDa: Verbalization QUestion ANswering DAtaset;xx;M Maleshkova;;researchgate.net;https://www.researchgate.net/profile/Hamid-Zafar/publication/341656730_VQuAnDa_Verbalization_QUestion_ANswering_DAtaset/links/5ee776af299bf1faac560634/VQuAnDa-Verbalization-QUestion-ANswering-DAtaset.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] Tab2KG: Semantic Table Interpretation with Lightweight Semantic Profiles;xx;S Gottschalk;;semantic-web-journal.net;http://semantic-web-journal.net/system/files/swj2731.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] Element graph-augmented abstractive summarization for legal public opinion news with graph transformer;2021;Y Huang;;Elsevier;https://www.sciencedirect.com/science/article/pii/S092523122101047X;FALSE;FALSE;;;;;;;
[BOOK][B] The Comprehension of Quantitative Information in Graphical Displays.;2005;P Shah;;psycnet.apa.org;https://psycnet.apa.org/record/2006-00530-011;FALSE;FALSE;;;;;;;
A survey and classification of semantic search approaches;2007;C Mangold;;inderscienceonline.com;https://www.inderscienceonline.com/doi/abs/10.1504/IJMSO.2007.015073;FALSE;FALSE;;;;;;;
[PDF][PDF] Algorithms for Knowledge and Information Extraction in Text with Wikipedia;2018;M Ponza;;mponza.github.io;https://mponza.github.io/theses/marco-ponza-phd-thesis-2018.pdf;FALSE;FALSE;;;;;;;
[CITATION][C] The 5th International Conference on Information Management (ICIM2019);xx;MQ Riaz;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8714661/;FALSE;FALSE;;;;;;;
Question answering and knowledge graphs;2017;A Moschitti;;Springer;https://link.springer.com/chapter/10.1007/978-3-319-45654-6_7;FALSE;FALSE;;;;;;;
Multimodal question answering over structured data with ambiguous entities;26;H Li;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3041021.3054135;FALSE;FALSE;;;;;;;
Scholar metadata and knowledge generation with human and artificial intelligence;2014;X Liu;;Library;https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/asi.23013;FALSE;FALSE;;;;;;;
[PDF][PDF] Semantic Web reasoning;2020;L Médini;;perso.liris.cnrs.fr;https://perso.liris.cnrs.fr/lionel.medini/enseignement/TIW2/CM_TIW2_Reasoning.pdf;FALSE;FALSE;;;;;;;
Information extraction method based on dilated convolution and character-enhanced word embedding;2020;Z He;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9329414/;FALSE;FALSE;;;;;;;
[PDF][PDF] Scholar Metadata and Knowledge Generation with Human plus Artificial Intelligence;xx;X Liu;;researchgate.net;https://www.researchgate.net/profile/Xiaozhong-Liu-2/publication/259760301_Scholar_Metadata_and_Knowledge_Generation_With_Human_And_Artificial_Intelligence/links/5cacd2c0a6fdccfa0e7c9569/Scholar-Metadata-and-Knowledge-Generation-With-Human-And-Artificial-Intelligence.pdf;FALSE;FALSE;;;;;;;
DKG: An Expanded Knowledge Base for Online Course;2017;J Liu;;Springer;https://link.springer.com/content/pdf/10.1007/978-3-319-55705-2.pdf#page=386;FALSE;FALSE;;;;;;;
Multiagent architecture for scene interpretation;2000;F Ealet;;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/4023/0000/Multiagent-architecture-for-scene-interpretation/10.1117/12.389346.short;FALSE;FALSE;;;;;;;
[CITATION][C] LODeDeC: A Framework for Integration of Entity Relations from Knowledge Graphs;2019;S Govindapillai;;Springer;xx;FALSE;FALSE;;;;;;;
Cognitive Computing–ICCC 2020;xx;Y Yang;;Springer;https://link.springer.com/content/pdf/10.1007/978-3-030-59585-2.pdf;FALSE;FALSE;;;;;;;
Design of Fuzzy Membership Functions for Predicting Student's Knowledge Performance;2019;SM Sani;;ejece.org;https://www.ejece.org/index.php/ejece/article/view/139;FALSE;FALSE;;;;;;;
Similarity evaluation between graphs: a formal concept analysis approach;2017;F Hao;;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO201733348348582.page;FALSE;FALSE;;;;;;;
Research on intelligent operation and maintenance management method of enterprise IT;2021;X Wang;;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1732/1/012059/meta;FALSE;FALSE;;;;;;;
COVIWD: COVID-19 Wikidata Dashboard;2021;F Darari;;jiki.cs.ui.ac.id;https://jiki.cs.ui.ac.id/index.php/jiki/article/view/941;FALSE;FALSE;;;;;;;
Exploiting parallelism in knowledge discovery systems to improve scalability;1998;G Galal;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/648320/;FALSE;FALSE;;;;;;;
A Data-driven Approach for Constructing Multilayer Network-based Service Ecosystem Models;2004;M Liu;;arxiv.org;https://arxiv.org/abs/2004.10383;FALSE;FALSE;;;;;;;
[PDF][PDF] QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering;xx;MYHRA Bosselut;;arxiv-download.xixiaoyao.cn;https://arxiv-download.xixiaoyao.cn/pdf/2104.06378.pdf;FALSE;FALSE;;;;;;;
[PDF][PDF] Combining Multiple Signals for Semanticizing Tweets: University of Amsterdam at# Microposts2015.;2015;C Gârbacea;;graus.nu;https://graus.nu/blog/wp-content/uploads/mp2015-combining-signals.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] The concept exploration model and an application;2015;Y Zhang;;Elsevier;https://www.sciencedirect.com/science/article/pii/S0378437114009583;FALSE;FALSE;;;;;;;
Towards Robust Reasoning over Knowledge Graphs;2021;Z Xi;;arxiv.org;https://arxiv.org/abs/2110.14693;FALSE;FALSE;;;;;;;
DoWhy: Addressing Challenges in Expressing and Validating Causal Assumptions;2021;A Sharma;;arxiv.org;https://arxiv.org/abs/2108.13518;FALSE;FALSE;;;;;;;
Knadia: Enterprise knowledge assisted dialogue systems using deep learning;2018;M Singh;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8509382/;FALSE;FALSE;;;;;;;
[PDF][PDF] Smart agricultural environments using knowledge representation with the use of IoT: Bibliometric Review;xx;ENLF Jorge;;revistas.ufrj.br;https://revistas.ufrj.br/index.php/bjedis/article/download/48372/26558;FALSE;FALSE;;;;;;;
An end-to-end heterogeneous graph attention network for Mycobacterium tuberculosis drug-resistance prediction;2021;Y Yang;;academic.oup.com;https://academic.oup.com/bib/article-abstract/22/6/bbab299/6355133;FALSE;FALSE;;;;;;;
Adaptive Serious Game for Rehabilitation of persons with cognitive disabilities;2013;AM Hussaan;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6601868/;FALSE;FALSE;;;;;;;
Conversation generation with concept flow;2019;H Zhang;;openreview.net;https://openreview.net/forum?id=B1lOzpVtDB;FALSE;FALSE;;;;;;;
[PDF][PDF] Automatic Induction of Named Entity Classes from Legal Text Corpora;2020;P Bourgonje;;openreview.net;https://openreview.net/pdf?id=nl_3IL5ubC5;FALSE;FALSE;;;;;;;
Textual data mining to support science and technology management;2000;P Losiewicz;;Springer;https://link.springer.com/article/10.1023/A:1008777222412;FALSE;FALSE;;;;;;;
Using Knowledge Graphs and Cognitive Approaches for Literature Review Analysis: A Framework;2020;S Elnagar;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-63396-7_41;FALSE;FALSE;;;;;;;
Efficiency of semantic web implementation on cloud computing: A review;2021;KI Taher;;journal.qubahan.com;https://journal.qubahan.com/index.php/qaj/article/view/72;FALSE;FALSE;;;;;;;
A Domain-Independent Ontology Learning Method Based on Transfer Learning;2021;K Xie;;mdpi.com;https://www.mdpi.com/1222426;FALSE;FALSE;;;;;;;
Learning Deep Cross-Modal Embedding Networks for Zero-Shot Remote Sensing Image Scene Classification;2021;Y Li;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9321719/;FALSE;FALSE;;;;;;;
[HTML][HTML] Interpretable Learning for Hospital Readmission Prediction from Healthcare Data;2020;J Jiang;;search.proquest.com;https://search.proquest.com/openview/29350f9131c77e941f08cca554f79160/1?pq-origsite=gscholar&cbl=18750&diss=y;FALSE;FALSE;;;;;;;
Named Entity Recognition in the Romanian Legal Domain;2021;V Păiș;;aclanthology.org;https://aclanthology.org/2021.nllp-1.2/;FALSE;FALSE;;;;;;;
Incorporating Causal Graphical Prior Knowledge into Predictive Modeling via Simple Data Augmentation;2103;T Teshima;;arxiv.org;https://arxiv.org/abs/2103.00136;FALSE;FALSE;;;;;;;
Unifying single-agent and two-player search;2000;J Schaeffer;;Springer;https://link.springer.com/chapter/10.1007/3-540-45486-1_1;FALSE;FALSE;;;;;;;
[PDF][PDF] FUZZY MEMBERSHIP FUNCTION AND INFERENCE-BASED MODEL FOR PREDICTING STUDENT'S KNOWLEDGE PERFORMANCE;2016;SM SANI;;psasir.upm.edu.my;http://psasir.upm.edu.my/id/eprint/69316/1/FSKTM%202016%206%20IR.pdf;FALSE;FALSE;;;;;;;
[HTML][HTML] Describing and interpreting graphs: The relationships between undergraduate writer characteristics and academic graph writing performance;2016;HC Yang;;Elsevier;https://www.sciencedirect.com/science/article/pii/S1075293516300034;FALSE;FALSE;;;;;;;
A heuristic approach to architectural design of software-intensive product platforms;2014;CO Morales;;Springer;https://link.springer.com/chapter/10.1007/978-1-4614-7937-6_26;FALSE;FALSE;;;;;;;
Structural and probabilistic knowledge for abductive reasoning;1993;R Bhatnagar;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/204905/;FALSE;FALSE;;;;;;;
Online selection of effective functional test programs based on novelty detection;2010;PH Chang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5653868/;FALSE;FALSE;;;;;;;
Dependency Parsing Representation Learning for Open Information Extraction;2021;L Zekun;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-82136-4_35;FALSE;FALSE;;;;;;;
[PDF][PDF] Table extraction; analysis; and interpretation: the current state of the TabbyDOC project;2021;A Shigarov;;ceur-ws.org;http://ceur-ws.org/Vol-2984/paper3.pdf;FALSE;FALSE;;;;;
Study on Next-generation Strategic Wargame System;2021;W Xi;;china-simulation.com;http://www.china-simulation.com/EN/Y2021/V33/I9/2017;FALSE;FALSE;;;;;;;
Research on Construction and Application of Internationalization System of Scientific and Technological Innovation in Shandong Province;2020;S Li;;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1670/1/012048/meta;FALSE;FALSE;;;;;;;
Question answering based assisted decision for electric power fault diagnosis;2020;Q Zhang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9095627/;FALSE;FALSE;;;;;;;
[HTML][HTML] Discovering Leonardo with artificial intelligence and holograms: A user study;2020;G Caggianese;;Elsevier;https://www.sciencedirect.com/science/article/pii/S0167865520300039;FALSE;FALSE;;;;;;;
[PDF][PDF] Diversity-Ensured Semantic Movie Recommendation by Applying Linked Open Data;2018;US Srinivasan;;inass.sakura.ne.jp;http://www.inass.sakura.ne.jp/inass/2018/2018043030.pdf;FALSE;FALSE;;;;;;;
[BOOK][B] Advances in Knowledge Discovery and Data Mining: 23rd Pacific-Asia Conference; PAKDD 2019; Macau; China; April 14-17;2019; Proceedings; Part III;2019;Q Yang;;books.google.com;https://books.google.com/books?hl=en&lr=&id=WQGQDwAAQBAJ&oi=fnd&pg=PR7&dq=%22Domain+knowledge+Graph%22+&ots=dYpNAHOwco&sig=U9URbyeII7xzlUwVrk7-gDjKfTM;FALSE;FALSE
Dimensions of commonsense knowledge;2021;F Ilievski;;arxiv.org;https://arxiv.org/abs/2101.04640;FALSE;FALSE;;;;;;;
[HTML][HTML] Scalable and Flexible Two-Phase Ensemble Algorithms for Causality Discovery;2021;P Guo;;Elsevier;https://www.sciencedirect.com/science/article/pii/S2214579621000691;FALSE;FALSE;;;;;;;
Active Learning for Uneven Noisy Labeled Data in Mention-Level Relation Extraction;2019;W Yuliang;;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8693801/;FALSE;FALSE;;;;;;;
Intelligent Learning Processes;2021;S Yu;;Springer;https://link.springer.com/chapter/10.1007/978-981-16-2770-5_4;FALSE;FALSE;;;;;;;
[PDF][PDF] Taxonomy extraction for customer service knowledge base construction;2019;B Pereira;;library.oapen.org;https://library.oapen.org/bitstream/handle/20.500.12657/23320/1006835.pdf?sequence=1#page=186;FALSE;FALSE;;;;;;;
GKEEP: An Enhanced Graph‐Based Keyword Extractor With Error‐Feedback Propagation for Geoscience Reports;2021;Q Qiu;;Library;https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2020EA001602;FALSE;FALSE;;;;;;;
Representation learning for networks in biology and medicine: Advancements; challenges; and opportunities;2104;MM Li;;arxiv.org;https://arxiv.org/abs/2104.04883;FALSE;FALSE;;;;;
[PDF][PDF] Web-based semantic similarity: an evaluation in the biomedical domain;2010;D Sánchez;;ijsi.cnjournals.com;http://ijsi.cnjournals.com/ch/reader/create_pdf.aspx?file_no=i43&year_id=2010&quarter_id=1&falg=1;FALSE;FALSE;;;;;;;
A Systematic Review on Data Scarcity Problem in Deep Learning: Solution and Applications;2020;MA Bansal;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3502287;FALSE;FALSE;;;;;;;
[HTML][HTML] Investigation on quantitative analysis of carbon footprint in discrete manufacturing by using the innovative energy dataspace approach;2021;P Li;;Elsevier;https://www.sciencedirect.com/science/article/pii/S221384632030167X;FALSE;FALSE;;;;;;;
Recommender systems based on graph embedding techniques: A comprehensive review;2109;Y Deng;;arxiv.org;https://arxiv.org/abs/2109.09587;FALSE;FALSE;;;;;;;
A customizable recommender system for mashup platforms;19;C Radeck;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3151759.3151787;FALSE;FALSE;;;;;;;
[HTML][HTML] A novel temporal and spatial panorama stream processing engine on IoT applications;2020;Y Yin;;Elsevier;https://www.sciencedirect.com/science/article/pii/S2452414X20300182;FALSE;FALSE;;;;;;;
Mining Tag Relationships in CQA Sites;2021;K Suryamukhi;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-89022-3_27;FALSE;FALSE;;;;;;;
Fine-grained mechanical Chinese named entity recognition based on ALBERT-AttBiLSTM-CRF and transfer learning;2020;L Yao;;mdpi.com;https://www.mdpi.com/907926;FALSE;FALSE;;;;;;;
Multi-Initialization Graph Meta-Learning for Node Classification;2021;F Zhao;;dl.acm.org;https://dl.acm.org/doi/abs/10.1145/3460426.3463604;FALSE;FALSE;;;;;;;
National center for biomedical ontology: advancing biomedicine through structured organization of scientific knowledge;2006;DL Rubin;;liebertpub.com;https://www.liebertpub.com/doi/abs/10.1089/omi.2006.10.185;FALSE;FALSE;;;;;;;
[HTML][HTML] Detecting terminological ambiguity in user stories: Tool and experimentation;2019;F Dalpiaz;;Elsevier;https://www.sciencedirect.com/science/article/pii/S0950584918300715;FALSE;FALSE;;;;;;;
"[PDF][PDF] in strategic management through visually mining semantic networks"""; Information Systems Frontiers; 1-21.;xx;G Ertek;;academia.edu;https://www.academia.edu/download/52870409/ertek_et_al_2015_strategic_management.pdf;FALSE;FALSE;;;;;
[HTML][HTML] Robustness of deep learning models on graphs: A survey;2021;J Xu;;Elsevier;https://www.sciencedirect.com/science/article/pii/S2666651021000139;FALSE;FALSE;;;;;;;
[PDF][PDF] Example-Driven Question Answering;2019;D Wang;;lti.cs.cmu.edu;https://www.lti.cs.cmu.edu/sites/default/files/wang%2C%20di.pdf;FALSE;FALSE;;;;;;;
Content-Based Knowledge Quality Assessment and Its Application in Health Management System;2021;Y Xiang;;Springer;https://link.springer.com/article/10.1007/s12204-021-2266-8;FALSE;FALSE;;;;;;;
[PDF][PDF] Human-Graph Interaction: User; Task; and Display Related Factors' Effect on Performance and Search.;2017;TA Stokes;;repository.lib.ncsu.edu;https://repository.lib.ncsu.edu/bitstream/handle/1840.20/33506/etd.pdf?sequence=1;FALSE;FALSE;;;;;
Towards big services: a synergy between service computing and parallel programming;2021;H Mezni;;Springer;https://link.springer.com/article/10.1007/s00607-021-00999-7;FALSE;FALSE;;;;;;;
ScratchGAN: Network representation learning for scratch with preference‐based generative adversarial nets;2021;P Qi;;Library;https://onlinelibrary.wiley.com/doi/abs/10.1002/int.22730;FALSE;FALSE;;;;;;;
Can Q− Learning with Graph Networks Learn a Generalizable Branching Heuristic for a SAT Solver?;2020;S Whiteson;;cs.ox.ac.uk;https://www.cs.ox.ac.uk/publications/publication14414-abstract.html;FALSE;FALSE;;;;;;;
Generation of adaptive pedagogical scenarios in serious games;2012;A Hussaan;;tel.archives-ouvertes.fr;https://tel.archives-ouvertes.fr/tel-02868764/;FALSE;FALSE;;;;;;;
Citizen Science & Open Science: Synergies & Future Areas of Work;2018;DITOs Consortium;;discovery.ucl.ac.uk;https://discovery.ucl.ac.uk/id/eprint/10043574/;FALSE;FALSE;;;;;;;
Evaginating scientific charts: Recovering direct and derived information encodings from chart images;2021;P Mishra;;Springer;https://link.springer.com/article/10.1007/s12650-021-00800-z;FALSE;FALSE;;;;;;;
Observing Strategies of Drawing Data Representations;2021;F Colarusso;;Springer;https://link.springer.com/chapter/10.1007/978-3-030-86062-2_55;FALSE;FALSE;;;;;;;
